content,label
"gói hàng cẩn thận, bên shop giao hàng cho bên vận chuyển nhanh chóng tuy nhiên bên vận chuyển giao lại cho khách thì khá lâu, đã check hàng chuẩn auth nhé mn, mới nhận hàng chưa dùng nên k thể đánh giá 9 xác chất lượng được tuy nhiên thì có mùi thơm mình rất thích nhẹ dịu k cần phải dùng mước hoa",4
"Túi quá mỏng và dễ rách , khác hẳn hàng lần trước mua , thật sự thất vọng",1
Chất vải rất đẹpp,4
"Đóng gói kỹ lưỡng, chắc chắn",3
"Nhưng mình 45kg, cao 1m52 mặc size M cảm thấy hơi cộc",3
Lỡ mua rồi mà chắc k dám dùng cho bé,2
Chất lại còn dày dặn,5
Giao hàng nhanh,4
ÁO MÀU TRẮNG NÀO CŨNG CÓ VẾT BẨN GIĂT K SẠCH,1
Đáng đồng tiền Thời gian giao hàng nhanh Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn mãi ủng hộ shop,5
Quá chim ưng luôn ạ 😍😍😍 vừa rẻ vừa chất lượng,4
"Thời gian giao hàng nhanh, Đóng gói sản phẩm chắc chắn, hàng giống y hình, nhưng chưa sử dụng thử",5
Chất lượng sản phẩm tuyệt vời Rất đáng tiền,5
1 set luôn ạ :))),5
Wa tệ,1
shop ban hang cu. ban hang da sai roi,2
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền, hàng rất đẹp nhưng bị chật với mình, phải dùng nối",4
Nhận hàng còn được tặng quà và lời chúc nên cả thấy rất vui,5
Chất lượng sản phẩm tuyệt vời . vải ổn,5
"Áo y hình, chất lượng tốt, dưới 50kg sẽ vừa hơn",4
Màu khác xa với hình ảnh,2
Rất đáng tiền,5
Sao shoppee lại bảo đảm cho một loại hàng như vầy không biết,1
"áo phù hợp giá tiền, k biết giặt có bị ra màu k, mình 1m60 44kg mặc size L rộng thênh thang luôn may shop không tư vấn là mua XL luôn r, mặc M có lẽ ok hơn, 5* cho sự nhiệt tình của shop",4
Combo 10c nhưng các màu đều dễ mặc,4
Dt k dep .xai k dc .mau mau khong dung .ban gja mat .nhan vien noi chuyen thi khong co dj hoc,2
Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt Chất áo mỏng và hơi nóng,4
Áo cho trẻ em mặc thì vừa,2
"Vải nhăn, chất lượng k giống mình nghĩ, không hài lòng lắm, nhưng với giá 200k thì cũng k đắt",3
"chất vải rất đẹp, đung mẫu",5
Shop giao thiếu e 8 đôi tất là 65k,3
Giày đẹp...,4
Khỏi bàn luôn,4
"Giao hàng nhanh, ch dùng nên ch biết chất lượng như nào nhg nói chung là quá rẻ",4
Hàng rộng rãi mặc dễ thương phù hợp giá tiền,5
55 kí 1m63 mặc ko vừa nhưng chất quần ổn,3
Mỏng k như hình,2
Rất đáng tiền,5
"Rất đẹp, rất đáng tiền mua",5
"Áo mềm mát, dáng ôm gọn ngực rất thích nha",5
"Chất lượng sản phẩm tuyệt vời, lưng váy cứng mặc vào hơi ngứa",3
Mặc siêu siêu thích ý.😊,5
Sản phẩm mới và đầy đủ linh kiện,3
Rất đáng tiền,5
Cảm ơn shop ❤️,3
Shop nch rất dễ thương và nhiệt tình,3
"Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, còn được tặng thêm miếng",4
Mình mua size L phòng trừ đến lúc bụng to,4
Túi nhỏ hơn so với ảnh,3
"Nhưng bù lại shop nhiệt tình, chu đáo",5
Chất lượng sản phẩm rất kém Shop làm ăn ko uy tín gửi hàng ko đúng hình,1
"Lần thứ 3 mua tại shop 😌 lúc đầu mình đặt nhầm màu cam đất, ib nhờ shop đổi thành màu vàng",4
"Vải tốt, giống hình, nên lựa nhỏ hơn 1 size, phía trc quần k che đc hết nên mặc ngược lại trước ra sau rất sexy",5
Mình dặn là mỗi màu 1 cái mà,3
Kém chất luọng,1
Váy đẹp,4
Minh nhan duoc hang roi Chất lượng sản phẩm tuyệt vời,5
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, màu hơi đậm hơn mình nghĩ",5
Hộp gửi siêu kewt ^^,4
Lại cho mình 2 trắng 1 da,3
Hang rat dep nha shop,4
Chất vải ok,4
Đẹp i hình,5
Mình cao 1m60 mặc vừa tới rún :d,3
Shop phục vụ khá tốt Đáng đồng tiền,4
Áo hơi cũ cổ vs ống tay ko giống hình mặc lên ng thì đẹp,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh,5
"Giao ko đúng mẫu đặt, nghĩ sao đặt mẫu 95k giao mẫu 65k vui thật, buôn bán mà đẩy hàng tồn cho khách kiểu đó, đổi trả rắc rối nên đành chịu vì gần sinh r",1
Phải sửa lại mới vừa,3
Cvay đẹp,4
Vẫn ưng vì áo đẹp :)),4
"Chất lượng sản phẩm tuyệt vời , sẽ còn ủng hộ shop dài dài",5
Chất lượng sản phẩm ok,4
Nhưg áo khoát của bn giao cho mih bị dính cái gì đó,2
Đẹp quá shop ơi,5
Voucher chỉ áp dụng 1 trong 3 điểm nêu trên nên hơi bất tiện,3
Shop giao hàng lâu 3-4 ngày mới nhận dc,3
Hàng ưng lắm nha mng mua của shop nhiều lần rồi mà lần nào cũng tốt hết,5
"Mình mặc khá chật, đặc biệt là cổ và tay áo không dài lắm",3
Chất vải rất đẹp 👍 👍 👍 shop bây be,5
Trội ôi,3
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm chắc chắn,5
"2 sao cho shop, còn sp thì ....xếp xó rồi !",1
Giao hàng đúng hẹn nữa,5
"Giao hàng nhanh, chủ shop dễ thương nhiệt tình",5
Bơm hơi yếu,3
Hàng Ok,4
Váy caro rất đẹp,5
Hàng đúng giá tiền,4
Áo ngắn nhỏ 1m63 55kg mặc vào như đồ ở nhà,2
Chủ shop nhiệt tình,3
"Giao hàng nhanh, gói cẩn thận",5
Hàng đẹp nhưng độ co giãn ít quá,3
Chất lg cũng ok,4
Giao thiếu 1 áo cagidan của mình :(,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt Thời gian giao hàng rất nhanh👍👍👍👍,5
Bức xúc mỗi việc bọn shoppe lm ăn vớ vẩn vl,3
Rất đáng tiền,5
Sp đẹp và chất lượng,5
Nhưng k nha mn áo đẹp lắm,5
Mua 2 lần rồi khô gà ok lắm,5
Vải nóng,2
Sách chuẩn,5
Thanks,4
Chất vải không hợp với giá tiền,1
Chất lượng sản phẩm tuyệt vời,5
chất lượng sản phẩm quá tuyệt vời,4
Mọi người yên tâm order,4
K vua y ao k dug size,3
Có lỗi 1 chút,3
"Quần trắng vải ok, đen thì thô cứng, quần trắng bị rách ngay ống quần, nhưng lỡ cắt mạc rồi nên cũng chả trả dc.áo ôm nhưng mặc thùng thình, ko nên mua áo",2
Đóng gói sản phẩm rất đẹp và chắc chắn,4
Chất lượng sản phẩm rất kém,1
"Bạn nào cao 1m65 thì sinh ra để dành cho nó, mình 1m61 hơi dài 1 chút",3
"Shop phản hồi nhanh, tư vấn nhiệt tình, mình nhận hàng vừa vặn form người, đúng size",4
Chưa dùng dây đai rụng lả tả có 3 rụng 1,1
Vải dày đẹp,5
Đặt đen giao xanh,2
Ủng hộ mẹ bầu mua vài bộ mặc thoải mái,5
Đẹp lại còn chân nữa đã vậy lại còn rẻ..,5
Hương thơm dễ chịu,5
Không được như mình mong đợi,2
"Áo đẹp , chất áo rất đẹp ạ Đóng gói sản phẩm rất đẹp và chắc chắn",5
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,5
"Vải quần đẹp,mát,82kg vẫn mặc vừa, mình sẽ mua thêm vài hộp nua",5
Đóng gói sản phẩm rất đẹp và chắcchắnÁo xanhgiaonhầm màukhông'giống hình,2
"Son chuẩn auth, màu lên rất đẹp ạ ❤️",5
Giao áo khác,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,5
Hài lòng ạ!,4
"Sách đẹp, màu tặng kèm cũng đẹp",5
Mua ba mẫu đều mặc vừa và rất ok,4
Hơn cả mong đợi. 😍😍😍,5
"vải xấu,tấm lưới bên trong lòi ra ngoài mặc k đc nên phảu cắt",1
Áo thun vải oke,3
Áo được nhưng hơi mỏng,3
Hơi mỏng,3
"Chất lượng sản phẩm tốt, Thời gian giao hàng nhanh",5
Không dùng được túi shop ạ,1
Dây dán sơ sài đoạn gập,2
Đây là đầu chải dưỡng mi đây ah tới cạn lời luôn ah .khô cong ah và mùi rất khủng khiếp,1
Chất lượng sản phẩm tuyệt vời,5
Chất lượng sản phẩm tạm được nghe ko được tốt như mô tả lần sau đừng mô tả thái quá lên như thế,2
Chất vải đc,4
Chất lượng hàng ok hơn mong đợi,4
Lần sau mình sẽ ủng hộ shop thêm nữa,3
"đẹp nhưng hơi ngắn, chuẩn phom rộng, tóm lại rất xứng 5 sao",4
Góp ý với shop đóng hộp carton thì tốt hơn,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời,5
"Mình gỡ tấm lót ra và mặc như thể áo lót dành cho áo mỏng thì rất đẹp, nghĩa là bên trong vẫn mặc thêm áo ngực, yên tâm là không bị nóng đâu",5
Không đẹp như hình,2
"Áo đẹp, form chuẩn xinh",5
Vay ko giong hinh giay keo bi dung kho keo ban lung ko om lung Chất lượng sản phẩm kém,1
Đóng gói sản phẩm tạm được Shop phục vụ tạm được,3
Quần giống hình nè nhưng mỗi tội giao hàng hơi bị lâu th,4
"Đặt 2 bộ màu đen mà 1 bộ đen, 1 bộ áo đen quần xám",2
"Áo size S nhưng cũng hơi to, dành cho ng trên 46kg mặc đẹp hơn",4
Y chang hình,4
Đây là lần thứ 2 mua bên shop,5
"Áo rất đẹp, sẽ ủng hộ shop dài lâu ❤️💯",5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,5
"Màu áo bên ngoài đẹp hơn trong ảnh nha, kiểu dáng đúng như shop đăng lun, rất rất ưng",5
Hàng đẹp,5
Shop phục vụ rất tốt,5
5 sao vì chất lượng hàng tốt,5
Nhắn tin phản ánh shop onl nhưng ko trả lời,2
Làm ăn như shit ý,2
Hàng đẹp lắm shop ơi!!,5
Ô số với giá,3
K như hình lắm nhưng chấp nhận đc,3
Tóm lại thank shop nhiều,5
"Thực sự là bạn nào phải rất rất gầy mới mặc được đồ của shop :( Mình cao 1m62, nặng 50kg, k hề béo mà mặc chật ních không chui nổi tay qua :((",2
Chất lượng sản phẩm tuyệt vời,5
Hơi mỏng,2
Tem còn bị dán lệch,3
"Máy đang chạy win7, cài drive k dc, phải cài lại win10 mới cài drive dc,",3
"Sp y hình mẫu, chất vải ổn, Shop phục vụ rất tốt",4
"Giao hàng rất nhanh, đóng gói sản phẩm cẩn thận",5
Chất vải đẹp,4
Chất vải khác với ảnh,2
Đây là màu hồng,2
Áo đẹp nhưng nhỏ hơn size 34 mình thường mặc nhiều,4
lần sau chú ý hơn,3
Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời <3 <3,5
Bóng hơi bé và mềm,3
Có khuyến mại mà không thấy kèm theo,2
Giao hàng 4 giờ quá nhanh,3
Shop phục vụ rất tốt Nhưng chất vải nóng thật,2
Đẹp quá ạ,5
Áo hơi rông,3
Thất vọng,1
Chất vải hơi nóng,3
Lần sau em nhứt định sẽ mua thêm 1 đôi nữa ở shop,4
Rất đáng tiền,5
Không đáng tiền,1
Áo đẹp,4
đồ hơi chật 😭 nhưng vải ok,3
Minh mua ve cung de ko,3
Chất lượng sản phẩm tốt,5
"Chất liệu k tốt, size, form nhỏ, co giãn k tốt, mặc thử đã bục chỉ luôn rồiiiiii",2
Mình phải nhồi thêm vào cho hồi dáng túi,2
Hàng y ảnh,5
Giao hàng nhanh,5
Áo đẹp ôm ngực,5
Đóng gói sơ sài Chất lượng sản phẩm tuyệt vời,4
"Đánh khô môi, mùi son hơi hắc, shop độn giá từ 110k lên 200k để giảm giá",2
chúc shop luôn đắt hàng nhé,4
Chất lượng sản phẩm tuyệt vời😍😍😍,5
"Áo đẹp , chất đẹp nhưng hơi móng xíu",4
Nhiều nilon,2
Ok lắm,5
Hàng Ok,4
Cho 5 sao vì chất lượng sp và dv,5
Mình 41kg mà mặc áo còn bó,3
"Đóng gói sản phẩm rất đẹp và chắc chắn, Chất lượng sản phẩm tốt, Shop phục vụ rất tốt!",5
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.Shop tl tn nhanh, nhiệt tình tư vấn và hỗ trợ❤️ Sẽ ủng hộ nhiều nhiều",5
Hàng nhìn không cứng cáp như hình chụp sản phẩm,2
Hang đẹp tiệt voi,5
SAu khi nhận hàng shop còn nt hỏi ý kiến. 😊😊 yêu cái shop này mất thôi,4
Rất đáng tiền,5
Thời gian giao hàng rất nhanh,5
Tôi đặt hàng từ 29/10/2018 đến nay (05/11) chưa nhận được hàng mà hệ thống đã báo giao thành công?????,3
Tôi sẽ đặt thêm 1 cái nữa,5
Khi dùng thơm và mềm môi,5
Vẫn không hoàn lại 40k từ đơn trước hết hàng không báo,2
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời,5
Thời gian giao hàng rất nhanh,5
"Sp rất ok, còn lại chờ vào tgian xem máy thế nào",4
Áo và chất đều oke,5
Mình m50 46kg mặc ống quần hơi rộng nhưng vải đẹp là ưng rồi ❤️,4
"Chất lượng sản phẩm tuyệt vời,rất xinh luôn",5
Shop giao hàng nhanh,4
"quần quá dài và mỏng,không giống hình",2
Quá thất vọng,1
Hơi dài,3
Áo đẹp ❤ đóng gói chắc chắn ❤,4
Sr shop vì feedback nhìn hơi tơi tả... :)),4
Đóng gói sản phẩm rất đẹp và chắc chắn,5
Mua 4 cái rồi quá ưng 😘,5
Áo đẹp nhưng có điều tay hơi ngắn so với hình,4
"Sp rất ok, mk rất ưng",5
"Ai mà đang chần chừ về chất lượng thì không cần lo mua đâu nhé, cứ mua ngay đi kẻo hết đấy ạ. ❤",5
Quần ko có dây thun điều chỉnh nên hơi bất tiện,3
Ngửi sặc mùi giống mấy cái son fake ở chợ,1
Hàng y hìn,4
k thì coi như mất xèg nhu 🤔🤔,3
Son lên môi rất mịn và bám lâu,5
"Giày đẹp nhưng phom rộng , khuyên mọi người nên chọn nhỏ hơn 1size, mua về không đi đc",4
Hơi mặn,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,5
Giao hàng nhanh,3
Giá cả chấp nhận được không giống hình và chất liệu với giá tạm ổn,3
Vải dày rất ok,5
Ko trung thực,1
"Trước tiếc tiền mua cây trắng, rẻ được nửa nhưng phí tiền quá, chụp hình tự sướng thì ok,chứ làm tripod chân và gậy cong queo yếu",2
"Chất lượng sản phẩm tốt, áo hơi mỏng",4
"Chất cotton tuyệt vời, lên dáng cũng đẹp tuyệt vời",5
Nên mua,4
Nhận đc hàng ok nhung mong shop chính lý nhét giây vào giấy cho khỏi méo mó tí tji ok,4
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,5
"Chị chủ cute, tư vấn nhiệt tình",4
Chất lượng sản phẩm tuyệt vời,5
Shop phục vụ rất kém Shop phục vụ rất kém Rất không đáng tiền,1
Vải thì tạm được,4
áo đẹp đúng với giá Rất đáng tiền,5
"Rẻ nhưng chất vải đẹp, form cũng đẹp, mình cao 1m6 49 kg, mặc hơi rộng nhưng vẫn ok",4
Vải mịn,4
"Chất lượng sản phẩm kém, miếng mút bên trong áo móp méo ko tròn quả dù đã cố gắng chỉnh cho vào nếp",2
Đóng gói sản phẩm rất đẹp và chắc chắn,5
Hihi mih mặc siZe s mới vừa mà do thấy 49kg lấy m nên về phải bớp lại hẵn 6 phân oaka,4
"Lam on dong goi dang hoang mot ti, gi ma cai hop cung k co duoc dang hoang, sp thi ok",4
Chất lượng sản phẩm tuyệt vời,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.nhưng phom hơi to.bạn nào đặt thì lùi lại 1 size nhé,5
Rất đáng tiền,5
"Chất dày dặn, đẹp",4
áo đẹp nhé các bạn. tuyệt luông,5
Đóng gói cẩn thận,3
Áo sơ mi nữ rấtđẹp và cả quần jean nam Chất lượng sản phẩm tuyệt vời,5
"Áo ok, form vừa không to lắm",3
Quần rất đẹp,5
Áo nhũ ờ ngoài đẹp giống hình shop chụp,4
"Hàng chất lượng, rất hài lòng",5
"Thời gian giao hàng rất nhanh, chất vải phù hợp giá tiền",5
Có điều đóng gói sp khi nhận lại bị rách để lộ bên trong.. 😊,4
"Váy mỏng mát, ôm dễ chịu",5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,5
"Dễ thương, nhỏ gon, tự đổi màu đẹp",5
Cảm ơn Shop nhiều,4
Áo ok nhưng mũ hơi nhỏ,3
Tuyệt vời,5
Nói chung là mk rất hài lòng nha,5
Shop phục vụ rất tốt Rất đáng tiền .có kèm quà tặng 💋,5
Mặc đẹp y hình nhưng hàng có vẻ hơi bẩn nên cho 3 sao,4
"Dáng áo cũng đẹp lắm, tay áo hơi cộc",4
bài học rút ra : ko có chuyện rẻ mà đẹp nha mấy ba mấy má,2
Áo đẹp giá mềm,4
Kb sử dụng chống dính đc lâu k nhg nhìn hàng rất xinh =))),4
Cảm ơn shop,4
Nhận hàng thấy sáng suốt vl :v,5
Shop giao hàng nhanh lắm ạ,4
Sẽ ủng hộ shop tiếp 😊😊😊,4
"Đúng chuẩn phông giấy, hài lòng mặc dù mỏng vì sh có miêu tả rõ ràng",4
Size XL không vừa cho người 53kg như shop ghi đâu,3
😘😘😘 Shop phục vụ rất tốt,5
BT minh mặc L hơi bó nhưng quan nay thì rộng lưng lắm,3
Áo dày đẹp,4
Son xinh Shop gói hàng cẩn thận :)),4
"Tuy nhiên, nắp túi của mình bị méo, nếu ai để ý kỹ thì sẽ nhận ra túi của mình không đều, còn nhìn sơ qua thì không sao, không đến nỗi quá mất thẩm mỹ",3
Cảm ơn shop nhiều,3
"Áo đẹp, rất thích",5
Hàng giao hơi chậm nhưng đẹp,4
Giao hàng chậm trể,1
Mà vải cũng y như vậy nè,2
Giày đẹp ghê ây.rất ưng.chúc shop làm ăn phát đạt,5
From hơi nhỏ Chất lượng sản phẩm tạm được Thời gian giao hàng rất nhanh,4
Áo chất khá oke tuy nhiên form dành cho các bạn 40kg,4
Giày đẹp,4
Vải mỏng quá nhưng màu thì rất đẹp y hình,4
"Hộp đẹp, sản phẩm chất lượng",5
hàng bt,4
Mua ở ngoài chợ đắt hơn,4
So với giá tiền thì phải nói là ngoài sự mong đợi!!,5
"Áo đẹp, vải đẹp mặc rất mát",5
vải quá mỏng .sản phẩm rất kém,1
Chất vải chán,2
Rất ưng ạ <3,5
"Shop tư vấn nhiệt tình, sẽ ủng hộ shop dài dài ❤️❤️❤️",3
Hàng đẹp ak,4
Áo dày dặn chất đẹp,5
Hơi cộc so với mình Thời gian giao hàng rất nhanh,4
Đóng gói cẩn thận,4
Váy hơi ngắn lúc giơ tay,3
"Son lên màu yêu chết mất, mỗi cái k lì như m nghĩ, uống nước vài lần trôi sạch sẽ à 😂",4
Thời gian giao hàng rất nhanh,5
Sản phẩm rất tốt và đẹp giống hình :)),5
Tốt vải OK,4
"Tất dày dặn, hình sắc nét",5
"Giao hàng nhanh chóng, Đóng gói sản phẩm rất đẹp và chắc chắn",5
Chất lượng thì đc,4
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh ❤️,5
Giaoo hàng nhanh nữaa,3
"Mặc rất vừa, Có điều quai k tháo rời đc",3
Chất lượng sản phẩm tuyệt vời,5
50 sao luôn,5
Mình mặc quần trơn nhiều rồi giờ đổi sang hoa lá cành cho mới mẻ,4
Đẹp n mỏng quá,3
"Shop nhiệt tình, dễ thương",4
Hơi nhẹ,3
"Chất lượng kém vải cứng k mềm, đường may ẩu",1
Đây chỉ là góp ý và không nỡ để shop bị rate thấp nên vẫn cố cho 4 sao,3
Chấm 9/10,4
Mẫu mã nhyw hình,5
hang ko giong hinh,2
"Chất lượng sản phẩm tạm được,cổ áo ko giống hình,nhận áo hơi thất vọng,đường may sơ sài,so với giá áo chưa hợp lý,hi vọng shop nâng cao chất lượng tốt hơn",2
Mình sẽ ủng hộ shop lâu dài,4
"Áo phom rất to và dài, Chất k dc đẹp lắm",2
Rất đáng tiền,5
Áo hơi mỏng nhưng với giá tiền thì cũng khá xinh,4
Hàng y như hình,3
Chất lượng sản phẩm tuyệt vời chất kiểu len trơn mình rất thik,5
Áo đẹp lắm na,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh ^-^,5
"Chưa mang giày đã bị súc chỉ ,giày ưa nhìn, cũng tốt :)))",3
Shop cho hỏi giờ máy bị lỗi thì bảo hành sao ạ,4
Đóng gói sản phẩm rất đẹp,4
Hơi chủ quan và thất vọng quá,1
"dây dài thòng mà k có chỗ rút dây như áo khác, mặc vô ngực ở trên áo thòng tít xuống rốn, vãi c",1
Chất lượng sản phẩm tuyệt vời nhưng logo đặt không được thẳng lắm,4
"Đường may áo quá xấu, chất cứng, đường may ẩu",1
"Kiểu váy lỏng lẻo, cột vai, mặc khá nguy hiểm",2
Ưng ơi là ưng,5
Shop phục vụ rất tốt,5
"Rất đáng tiền, áo rất đẹp, chất vải mặc rất mát",5
Hàng đẹp lắm shop ơi,5
Tạm cho 5* Chất lượng thì chưa đánh giá dc,5
Đóng gói sản phẩm rất đẹp và chắc chắn .Rất đáng tiền,5
Bỏ Merries dùng Pampers thôi,4
Nhưng vẫn đẹp,5
Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh,4
Shop cho hẳn mỗi áo 1 màu,3
Nhưng lớp trong áo cứng quá,4
Chất lượng quá tuyệt vời shop giao nhiều màu e thích lắm hihi :3 chất ok thất cả đều ok,5
Tạm được,3
Chúc shop cuối tuần vui vẻ : )),4
Sao,3
Đóng gói sản phẩm rất đẹp và chắc chắn,5
"Rất đáng tiền,hàng ok lắm shop..sẽ tiếp tục ủng hộ shop",5
Chất lượng sản phẩm tuyệt vời,5
Sản phẩm ok,4
Ra ngoài quày kem bắt còn trả thêm 1 lần tiền nữa,3
"Form body, vải mịn đẹp, giá hạt dẻ",5
Chất lượng sản phẩm tuyệt vời,5
❤️,4
Cám ơn shop nhiều nhé❤❤❤,4
Áo rất đẹp,5
Kẹp đuôi khỉ thì bị gãy và bàn chải thì ko xài dc pin,1
So vs giá tạm chấp nhận dc,3
"Chờ đợi hàng mỏi mòn, nhận được váy không có khoá đằng sau",1
"Shop giao mình màu ko giống mẫu, mẫu caro vàng trắng còn của mình thì caro vàng xám, buồn thật",3
Thời gian giao hàng lâu hơn shop đã nói,3
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh nhưng hàg bikini mà đóg gói k kính đáo gj het ah,4
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh,5
Áo đã bẩn còn lỗi chỉ,1
Nói chung là ok,3
Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời,5
Bao bì gói cẩn thận,3
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền,5
Đẹp thật ý hàng QC chứ k hàng VN ạ 5* cho chất lượng,5
"Shop Đóng gói sản phẩm kém, Không đáng tiền",2
"Hàng đẹp, shop giao nhanh, e shipper dễ thương",5
Áo quá rẻ và đẹp,5
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,5
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đáng tiền Shop phục vụ rất tốt,5
Hàng đẹp hơn ảnh,5
Áo đẹp from rộng chất vải rất là đẹp luôn ý 😍😍 sẽ ủng hộ shop lâu dài,5
Giày nhìn chuẩn đẹp,5
Ao đẹp lam shop e se ung ho them,5
"Vải đẹp, màu đẹp, áo đẹp",5
Chất lượng sản phẩm ok,4
Sẽ tiếp tục ủng hộ shop,4
"Mô hình captain american màu sắt đẹp, chất nhựa cứng ko giống iron man đỏ lúc đầu mua của shop",4
May nhỏ xay k duoc,1
Vải bình thường.tiền nào vải ấy.k sai,3
Chất bt k dày dễ xù lông sau giặt,2
Chưa sử dụng nhưng vẫn cho 5* vì giao hàng nhanh,5
Đóng gói sp đẹp mắt,4
"Chất lượng sản phẩm tuyệt vời.Sản phẩm như hình .Vải mát, đường may cẩn thận",5
cảm ơn shop,4
"Tuy nhiên mua giá rẻ hơn bình thường mà vẫn được ăn mức 229k (menu có 3 mức giá, này là mức thứ 2)",4
Sản phẩm nhận được khá là ok,4
Song nhân viên hơi thiếu nhiệt tình khi tư vấn cho khách,3
Áo đẹp lắm ạ,5
Vải hơi mỏng,3
Áo hơi mỏng size áo bé chỉ người bé mới mặc vừa,3
"Shop rất nhiệt tình và rep inbox siêu nhanh, lần sau mình sẽ ủng hộ tiếp",5
Shop phục vụ rất tốt,3
Chất lượng sản phẩm tuyệt vời.váy đẹp rẻ,5
Trừ 1 sao,3
Sẽ mua lại khi cần ^^,5
Chăn mịn mềm ko bị rụng lông,5
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh hơi nhăn nhưg khá ok,4
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh,5
Mà mua của shop xong qua shop kia coi bán có 95k 1 áo thôi ạ,2
"Áo đẹp so với giá, nhưng size hơi nhỏ",4
Mùi chanh hay nhất,3
Thường khi mua đôi này size 39 vừa y với chân luôn.. nhưng hôm nay size giày 39 mà như size 40.. quá rộng luôn... bạn nào muốn mua giày nhớ hỏi shop chiều dài của giày nha,1
"Cây này màu đen nha,rất chắc chắn",4
"Chán, Trước khi mua thì kiến đầy, Mua về chưa dùng thì kiến nó trốn hết. =)) Chắc nó ngửi thấy mùi SP",1
Màu bạc k giống hình,2
"Do có cái hình cũng màu đỏ, trùng nền ko nổi 😂😂😂",4
"SẢN PHẨM RẤT TỐT, CHỦ SHOP ĐÁNG IU",5
